путь,категории_ПДн,количество_находок,УЗ,формат_файла
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Billing\full\customers.csv,"обычные:5, специальные:1",6,УЗ-1,csv
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_261.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prot1_17.10.2024.pdf,"обычные:5, государственные:206, биометрические:1, специальные:1",213,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.01_rukov.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\926386_800.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\28.04.01_r.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\174041_300.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_137.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P581-NK_11-06-2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.4.7.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\p1327_10.06.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\304364_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Birlo2015.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_456.html,"обычные:22, государственные:2, специальные:1",25,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95610809-14438121-image-a-72_1740583806445.jpg,биометрические:12,12,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_31.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\209647_800.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14439521_original.jpg,биометрические:9,9,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1%D0%9F1429-%D1%80%20%D0%BC%D0%B5%D1%80%D0%BE%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F%20%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B0%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D1%82%D0%B5%D0%BD%D1%86%D0%B8%D0%B9.pdf,обычные:4,4,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sogl_sv.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\7090_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\12527_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_308.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\20230412_103613_page-0001.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P319-OD_IFSPN.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П-2401_28_12_2018.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_40.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\49.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\b\zzb09d00\50426112-6114.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz 578.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П279-ОД_01.11.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_240.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ОС_06.03.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\42.pdf,"обычные:13, специальные:1",14,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ece_2025.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_459.html,"обычные:37, государственные:4, специальные:1",42,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc46d00\50684262-4263.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rasp1426-p_20140814.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_391.html,"обычные:11, государственные:3, специальные:1",15,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\protokol_19.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\125766_800.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\HA06_10.tif,биометрические:5,5,УЗ-1,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\UGC_2f.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F168-%D0%9E%D0%94%2037.05.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_341.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\13.04.02_Электроэнергетика и электротехника_П210-ОД_ПИШ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\377052_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\260002_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\11643_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Schools_of_sciences-info.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Application-Offer-Form.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\freddie-mercury-cats-6-5c6fa8b59db72__605.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\web_razr.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П173-ОД_26.04.2013.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_129.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_422.html,"обычные:10, государственные:2, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\geo.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\protokol_21.pdf,"обычные:7, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\340424_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc75f00\0060202280.tif,биометрические:2,2,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\040301_B_3_09082017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\296727_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_468.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P42-OD_NIIFOH.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\723_2000.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_302.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P429_13.03.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\prikaz-152.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\etiketka_napitka_luzhanskaja_1_g_luzhansk.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95870751-14464719-image-a-110_1741189581793.jpg,биометрические:7,7,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1570_2000.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\XqJIoh9Q8MA.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\fk.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\122337_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\09.04.03 Прикладная информатика.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95612335-14438121-image-a-94_1740585858537.jpg,биометрические:7,7,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\сайт_Наука_Микросистемная техника и интегральная сенсорика.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\120404_M_3_11102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_190.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\060302_B_3_23082020.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Программа VIII  научного семинара Лаборатории экспериментальной лингвистики АГУ  Клиническая лингвистика.docx,"обычные:5, специальные:1",6,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_332.html,"обычные:12, государственные:1, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4aed48cb2f8ed96a8609218247d6c54b.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\117301_800.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14443021_600.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95607441-14438121-image-a-18_1740578958235.jpg,биометрические:16,16,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1317829_800.jpg,биометрические:9,9,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_48.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rasp167H_20130426.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_367.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\02.03.03 Мат.обеспечение и админ. инф. систем.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\1.3.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\d1b358e46ef23b7ac40dad0bad44db8b.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sved_o_d_u_2017.xls,"обычные:2, специальные:1",3,УЗ-1,xls
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\484_800.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_430.html,"обычные:30, государственные:4, специальные:1",35,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\47059_800.jpg,биометрические:10,10,УЗ-1,jpg
"c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1564%20Порядок%20применения%20ЭО,%20ДОТ%20при%20реализации%20ОП.pdf",нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\499062_300.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\11.04.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1364_2000.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\11.03.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\27.04.03 Системный анализ и управление.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Perechen_poruchenii.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_101.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0764.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\b\zzb14c00\2069729124.tif,биометрические:2,2,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\322053_1000.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\619893_600.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\subscribe_rules.pdf,"обычные:3, биометрические:1",4,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\144685_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\podiadok-priema-bakalavr-spets-2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\1679555052_Центр событий РБК .pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\google_privacy_policy_nl_eu.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1846_Application2-Act.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\31072025_phd.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\372403_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_426.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 42.03.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pril8.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\AICTE_Mandatory_Disclosure_2024_25.pdf,"обычные:36, государственные:11, биометрические:1",48,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\010401_M_3_13022018.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_290.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_148.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P383-OD_NIIRTPU.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\2920_original.jpg,биометрические:1,1,УЗ-2,jpg
